Filename,Predictions
Test_folder/0_Image_156.png,2
Test_folder/0_Image_157.png,0
Test_folder/0_Image_1591.png,0
Test_folder/0_Image_1592.png,0
Test_folder/0_Image_1594.png,2
Test_folder/0_Image_1599.png,0
Test_folder/0_Image_1601.png,4
Test_folder/0_Image_1616.png,0
Test_folder/0_Image_1622.png,2
Test_folder/0_Image_1626.png,0
Test_folder/0_Image_1628.png,0
Test_folder/0_Image_1631.png,0
Test_folder/0_Image_1634.png,0
Test_folder/0_Image_1636.png,4
Test_folder/0_Image_1637.png,0
Test_folder/0_Image_166.png,5
Test_folder/0_Image_1669.png,2
Test_folder/0_Image_167.png,5
Test_folder/0_Image_1670.png,0
Test_folder/0_Image_1675.png,2
Test_folder/0_Image_1679.png,1
Test_folder/0_Image_1680.png,0
Test_folder/0_Image_1684.png,0
Test_folder/0_Image_1688.png,0
Test_folder/0_Image_1689.png,1
Test_folder/0_Image_1691.png,0
Test_folder/0_Image_1700.png,0
Test_folder/0_Image_1704.png,0
Test_folder/0_Image_172.png,0
Test_folder/0_Image_1730.png,0
Test_folder/0_Image_1733.png,4
Test_folder/0_Image_1738.png,0
Test_folder/0_Image_1742.png,4
Test_folder/0_Image_175.png,0
Test_folder/0_Image_1758.png,0
Test_folder/0_Image_1766.png,0
Test_folder/0_Image_1771.png,0
Test_folder/0_Image_1781.png,4
Test_folder/0_Image_1787.png,0
Test_folder/0_Image_1788.png,6
Test_folder/0_Image_1808.png,0
Test_folder/0_Image_1817.png,0
Test_folder/0_Image_1818.png,0
Test_folder/0_Image_183.png,0
Test_folder/0_Image_1835.png,0
Test_folder/0_Image_184.png,6
Test_folder/0_Image_1840.png,0
Test_folder/0_Image_1844.png,4
Test_folder/0_Image_1850.png,0
Test_folder/0_Image_1851.png,4
Test_folder/0_Image_1853.png,0
Test_folder/0_Image_1858.png,0
Test_folder/0_Image_1868.png,0
Test_folder/0_Image_1877.png,6
Test_folder/0_Image_1879.png,0
Test_folder/0_Image_1880.png,0
Test_folder/0_Image_1886.png,0
Test_folder/0_Image_1906.png,0
Test_folder/0_Image_1910.png,0
Test_folder/0_Image_1912.png,6
Test_folder/0_Image_1922.png,0
Test_folder/0_Image_1924.png,4
Test_folder/0_Image_1927.png,5
Test_folder/0_Image_1940.png,0
Test_folder/0_Image_1942.png,0
Test_folder/0_Image_1955.png,2
Test_folder/0_Image_1961.png,2
Test_folder/0_Image_1968.png,0
Test_folder/0_Image_197.png,6
Test_folder/0_Image_1975.png,0
Test_folder/0_Image_1985.png,4
Test_folder/0_Image_1991.png,5
Test_folder/0_Image_1993.png,3
Test_folder/0_Image_2007.png,0
Test_folder/0_Image_2020.png,4
Test_folder/0_Image_2022.png,0
Test_folder/0_Image_2034.png,0
Test_folder/0_Image_2035.png,0
Test_folder/0_Image_2052.png,4
Test_folder/0_Image_2054.png,4
Test_folder/0_Image_2057.png,0
Test_folder/0_Image_2061.png,0
Test_folder/0_Image_2062.png,4
Test_folder/0_Image_2065.png,4
Test_folder/0_Image_208.png,0
Test_folder/0_Image_2082.png,0
Test_folder/0_Image_2083.png,3
Test_folder/0_Image_2085.png,0
Test_folder/0_Image_2091.png,0
Test_folder/0_Image_2100.png,4
Test_folder/0_Image_2107.png,0
Test_folder/0_Image_2119.png,0
Test_folder/0_Image_2122.png,0
Test_folder/0_Image_213.png,3
Test_folder/0_Image_214.png,0
Test_folder/0_Image_2148.png,0
Test_folder/0_Image_2150.png,2
Test_folder/0_Image_2159.png,0
Test_folder/0_Image_2162.png,0
Test_folder/0_Image_2169.png,6
Test_folder/0_Image_2172.png,0
Test_folder/0_Image_2176.png,0
Test_folder/0_Image_22.png,0
Test_folder/0_Image_2209.png,4
Test_folder/0_Image_2214.png,0
Test_folder/0_Image_2217.png,2
Test_folder/0_Image_2236.png,0
Test_folder/0_Image_2237.png,0
Test_folder/0_Image_2245.png,2
Test_folder/0_Image_2246.png,4
Test_folder/0_Image_2254.png,0
Test_folder/0_Image_2281.png,0
Test_folder/0_Image_2283.png,0
Test_folder/0_Image_2291.png,0
Test_folder/0_Image_2294.png,0
Test_folder/0_Image_2298.png,4
Test_folder/0_Image_2303.png,0
Test_folder/0_Image_2311.png,0
Test_folder/0_Image_2318.png,4
Test_folder/0_Image_2322.png,0
Test_folder/0_Image_2325.png,0
Test_folder/0_Image_2326.png,0
Test_folder/0_Image_2329.png,2
Test_folder/0_Image_2334.png,0
Test_folder/0_Image_236.png,4
Test_folder/0_Image_2378.png,0
Test_folder/0_Image_2388.png,3
Test_folder/0_Image_2400.png,0
Test_folder/0_Image_2406.png,0
Test_folder/0_Image_2416.png,0
Test_folder/0_Image_242.png,0
Test_folder/0_Image_2421.png,0
Test_folder/0_Image_2429.png,6
Test_folder/0_Image_2430.png,6
Test_folder/0_Image_2433.png,6
Test_folder/0_Image_2442.png,4
Test_folder/0_Image_2447.png,2
Test_folder/0_Image_2451.png,2
Test_folder/0_Image_2452.png,0
Test_folder/0_Image_2480.png,4
Test_folder/0_Image_2483.png,0
Test_folder/0_Image_2492.png,0
Test_folder/0_Image_2497.png,4
Test_folder/0_Image_2508.png,0
Test_folder/0_Image_2509.png,0
Test_folder/0_Image_251.png,3
Test_folder/0_Image_252.png,6
Test_folder/0_Image_2532.png,0
Test_folder/0_Image_2544.png,0
Test_folder/0_Image_2545.png,3
Test_folder/0_Image_2548.png,4
Test_folder/0_Image_2554.png,4
Test_folder/0_Image_2560.png,4
Test_folder/0_Image_2562.png,0
Test_folder/0_Image_2571.png,0
Test_folder/0_Image_2581.png,2
Test_folder/0_Image_2589.png,0
Test_folder/0_Image_2591.png,0
Test_folder/0_Image_2598.png,0
Test_folder/0_Image_2604.png,2
Test_folder/0_Image_261.png,0
Test_folder/0_Image_2620.png,0
Test_folder/0_Image_2638.png,3
Test_folder/0_Image_2645.png,5
Test_folder/0_Image_2646.png,0
Test_folder/0_Image_2657.png,0
Test_folder/0_Image_2662.png,0
Test_folder/0_Image_2666.png,0
Test_folder/0_Image_2669.png,2
Test_folder/0_Image_2691.png,4
Test_folder/0_Image_2702.png,0
Test_folder/0_Image_2707.png,0
Test_folder/0_Image_2711.png,0
Test_folder/0_Image_2712.png,0
Test_folder/0_Image_2714.png,0
Test_folder/0_Image_2715.png,0
Test_folder/0_Image_2722.png,0
Test_folder/0_Image_2730.png,0
Test_folder/0_Image_2733.png,0
Test_folder/0_Image_2735.png,0
Test_folder/0_Image_2739.png,4
Test_folder/0_Image_2742.png,0
Test_folder/0_Image_2743.png,0
Test_folder/0_Image_2750.png,0
Test_folder/0_Image_2753.png,0
Test_folder/0_Image_2761.png,0
Test_folder/0_Image_2763.png,0
Test_folder/0_Image_277.png,6
Test_folder/0_Image_2771.png,0
Test_folder/0_Image_2775.png,0
Test_folder/0_Image_2787.png,0
Test_folder/0_Image_2790.png,6
Test_folder/0_Image_2794.png,0
Test_folder/0_Image_2795.png,0
Test_folder/0_Image_280.png,0
Test_folder/0_Image_2801.png,0
Test_folder/0_Image_2815.png,0
Test_folder/0_Image_2817.png,0
Test_folder/0_Image_2821.png,0
Test_folder/0_Image_2825.png,6
Test_folder/0_Image_2827.png,2
Test_folder/0_Image_2830.png,4
Test_folder/0_Image_2837.png,0
Test_folder/0_Image_2845.png,0
Test_folder/0_Image_2847.png,0
Test_folder/0_Image_2848.png,0
Test_folder/0_Image_2849.png,0
Test_folder/0_Image_2851.png,0
Test_folder/0_Image_286.png,0
Test_folder/0_Image_2863.png,0
Test_folder/0_Image_2864.png,0
Test_folder/0_Image_2870.png,0
Test_folder/0_Image_2872.png,0
Test_folder/0_Image_2887.png,0
Test_folder/0_Image_2889.png,4
Test_folder/0_Image_2892.png,0
Test_folder/0_Image_2895.png,0
Test_folder/0_Image_2912.png,0
Test_folder/0_Image_2936.png,4
Test_folder/0_Image_2938.png,0
Test_folder/0_Image_295.png,0
Test_folder/0_Image_2950.png,0
Test_folder/0_Image_2963.png,0
Test_folder/0_Image_2970.png,4
Test_folder/0_Image_2972.png,0
Test_folder/0_Image_2979.png,3
Test_folder/0_Image_298.png,4
Test_folder/0_Image_2980.png,0
Test_folder/0_Image_2992.png,2
Test_folder/0_Image_2996.png,0
Test_folder/0_Image_3000.png,3
Test_folder/0_Image_3002.png,6
Test_folder/0_Image_3009.png,0
Test_folder/0_Image_301.png,2
Test_folder/0_Image_3011.png,2
Test_folder/0_Image_3015.png,0
Test_folder/0_Image_3019.png,6
Test_folder/0_Image_302.png,0
Test_folder/0_Image_3028.png,0
Test_folder/0_Image_303.png,0
Test_folder/0_Image_3046.png,0
Test_folder/0_Image_305.png,0
Test_folder/0_Image_3070.png,0
Test_folder/0_Image_3087.png,0
Test_folder/0_Image_3098.png,0
Test_folder/0_Image_3105.png,4
Test_folder/0_Image_3109.png,2
Test_folder/0_Image_312.png,0
Test_folder/0_Image_3125.png,0
Test_folder/0_Image_3127.png,0
Test_folder/0_Image_3136.png,2
Test_folder/0_Image_3141.png,0
Test_folder/0_Image_3149.png,4
Test_folder/0_Image_3185.png,0
Test_folder/0_Image_3187.png,4
Test_folder/0_Image_319.png,6
Test_folder/0_Image_3190.png,4
Test_folder/0_Image_3191.png,0
Test_folder/0_Image_3204.png,0
Test_folder/0_Image_3216.png,0
Test_folder/0_Image_3224.png,0
Test_folder/0_Image_3228.png,3
Test_folder/0_Image_3236.png,0
Test_folder/0_Image_324.png,6
Test_folder/0_Image_3246.png,6
Test_folder/0_Image_3250.png,3
Test_folder/0_Image_3255.png,6
Test_folder/0_Image_3256.png,0
Test_folder/0_Image_3262.png,0
Test_folder/0_Image_3267.png,0
Test_folder/0_Image_3271.png,0
Test_folder/0_Image_3274.png,3
Test_folder/0_Image_3285.png,4
Test_folder/0_Image_33.png,2
Test_folder/0_Image_3309.png,0
Test_folder/0_Image_3313.png,0
Test_folder/0_Image_3320.png,0
Test_folder/0_Image_3321.png,0
Test_folder/0_Image_3326.png,0
Test_folder/0_Image_3347.png,0
Test_folder/0_Image_3350.png,0
Test_folder/0_Image_3352.png,6
Test_folder/0_Image_3353.png,0
Test_folder/0_Image_3358.png,4
Test_folder/0_Image_3365.png,0
Test_folder/0_Image_3367.png,0
Test_folder/0_Image_337.png,0
Test_folder/0_Image_3371.png,4
Test_folder/0_Image_3383.png,0
Test_folder/0_Image_3384.png,0
Test_folder/0_Image_340.png,2
Test_folder/0_Image_3402.png,0
Test_folder/0_Image_3405.png,4
Test_folder/0_Image_3418.png,0
Test_folder/0_Image_3424.png,4
Test_folder/0_Image_3425.png,4
Test_folder/0_Image_3433.png,6
Test_folder/0_Image_345.png,0
Test_folder/0_Image_3453.png,0
Test_folder/0_Image_3454.png,2
Test_folder/0_Image_3455.png,6
Test_folder/0_Image_3476.png,0
Test_folder/0_Image_3478.png,0
Test_folder/0_Image_3479.png,0
Test_folder/0_Image_348.png,0
Test_folder/0_Image_3480.png,0
Test_folder/0_Image_3482.png,2
Test_folder/0_Image_349.png,0
Test_folder/0_Image_3490.png,0
Test_folder/0_Image_3497.png,0
Test_folder/0_Image_3501.png,2
Test_folder/0_Image_3502.png,5
Test_folder/0_Image_3507.png,0
Test_folder/0_Image_3510.png,4
Test_folder/0_Image_3511.png,1
Test_folder/0_Image_3512.png,0
Test_folder/0_Image_3519.png,0
Test_folder/0_Image_352.png,0
Test_folder/0_Image_3522.png,4
Test_folder/0_Image_3523.png,0
Test_folder/0_Image_3524.png,0
Test_folder/0_Image_3529.png,0
Test_folder/0_Image_353.png,5
Test_folder/0_Image_3530.png,0
Test_folder/0_Image_3546.png,4
Test_folder/0_Image_3547.png,4
Test_folder/0_Image_3551.png,0
Test_folder/0_Image_3556.png,0
Test_folder/0_Image_3583.png,0
Test_folder/0_Image_3586.png,0
Test_folder/0_Image_364.png,6
Test_folder/0_Image_366.png,4
Test_folder/0_Image_37.png,4
Test_folder/0_Image_38.png,0
Test_folder/0_Image_411.png,6
Test_folder/0_Image_412.png,2
Test_folder/0_Image_420.png,0
Test_folder/0_Image_438.png,5
Test_folder/0_Image_453.png,0
Test_folder/0_Image_457.png,0
Test_folder/0_Image_467.png,4
Test_folder/0_Image_473.png,5
Test_folder/0_Image_477.png,0
Test_folder/0_Image_478.png,0
Test_folder/0_Image_479.png,0
Test_folder/0_Image_5.png,0
Test_folder/0_Image_505.png,0
Test_folder/0_Image_512.png,0
Test_folder/0_Image_518.png,0
Test_folder/0_Image_54.png,0
Test_folder/0_Image_543.png,0
Test_folder/0_Image_560.png,0
Test_folder/0_Image_567.png,0
Test_folder/0_Image_574.png,4
Test_folder/0_Image_575.png,0
Test_folder/0_Image_582.png,0
Test_folder/0_Image_583.png,0
Test_folder/0_Image_608.png,0
Test_folder/0_Image_609.png,0
Test_folder/0_Image_612.png,0
Test_folder/0_Image_617.png,0
Test_folder/0_Image_618.png,0
Test_folder/0_Image_636.png,0
Test_folder/0_Image_64.png,2
Test_folder/0_Image_640.png,0
Test_folder/0_Image_647.png,2
Test_folder/0_Image_65.png,0
Test_folder/0_Image_661.png,0
Test_folder/0_Image_662.png,0
Test_folder/0_Image_664.png,0
Test_folder/0_Image_676.png,0
Test_folder/0_Image_678.png,0
Test_folder/0_Image_683.png,0
Test_folder/0_Image_69.png,2
Test_folder/0_Image_694.png,0
Test_folder/0_Image_696.png,0
Test_folder/0_Image_717.png,0
Test_folder/0_Image_736.png,0
Test_folder/0_Image_738.png,4
Test_folder/0_Image_742.png,0
Test_folder/0_Image_746.png,0
Test_folder/0_Image_749.png,4
Test_folder/0_Image_75.png,2
Test_folder/0_Image_750.png,0
Test_folder/0_Image_756.png,4
Test_folder/0_Image_761.png,2
Test_folder/0_Image_766.png,0
Test_folder/0_Image_77.png,4
Test_folder/0_Image_790.png,0
Test_folder/0_Image_8.png,2
Test_folder/0_Image_807.png,0
Test_folder/0_Image_810.png,2
Test_folder/0_Image_816.png,0
Test_folder/0_Image_822.png,6
Test_folder/0_Image_829.png,0
Test_folder/0_Image_831.png,0
Test_folder/0_Image_833.png,2
Test_folder/0_Image_839.png,0
Test_folder/0_Image_850.png,6
Test_folder/0_Image_862.png,0
Test_folder/0_Image_864.png,5
Test_folder/0_Image_872.png,0
Test_folder/0_Image_887.png,4
Test_folder/0_Image_889.png,6
Test_folder/0_Image_892.png,2
Test_folder/0_Image_908.png,6
Test_folder/0_Image_912.png,0
Test_folder/0_Image_923.png,0
Test_folder/0_Image_940.png,0
Test_folder/0_Image_958.png,4
Test_folder/0_Image_962.png,0
Test_folder/0_Image_981.png,0
Test_folder/0_Image_983.png,4
Test_folder/1_Image_1064.png,2
Test_folder/1_Image_1085.png,1
Test_folder/1_Image_1089.png,1
Test_folder/1_Image_1183.png,1
Test_folder/1_Image_1245.png,1
Test_folder/1_Image_1263.png,1
Test_folder/1_Image_1363.png,0
Test_folder/1_Image_1372.png,1
Test_folder/1_Image_1466.png,1
Test_folder/1_Image_1486.png,1
Test_folder/1_Image_1549.png,1
Test_folder/1_Image_1672.png,1
Test_folder/1_Image_1676.png,1
Test_folder/1_Image_1697.png,1
Test_folder/1_Image_1724.png,0
Test_folder/1_Image_1770.png,1
Test_folder/1_Image_1775.png,1
Test_folder/1_Image_178.png,0
Test_folder/1_Image_1828.png,1
Test_folder/1_Image_189.png,2
Test_folder/1_Image_1909.png,2
Test_folder/1_Image_2125.png,1
Test_folder/1_Image_2134.png,1
Test_folder/1_Image_2207.png,4
Test_folder/1_Image_2221.png,2
Test_folder/1_Image_227.png,1
Test_folder/1_Image_2295.png,2
Test_folder/1_Image_2324.png,1
Test_folder/1_Image_233.png,3
Test_folder/1_Image_2389.png,1
Test_folder/1_Image_2394.png,6
Test_folder/1_Image_248.png,2
Test_folder/1_Image_2482.png,1
Test_folder/1_Image_2495.png,1
Test_folder/1_Image_2649.png,1
Test_folder/1_Image_2650.png,1
Test_folder/1_Image_2660.png,1
Test_folder/1_Image_2717.png,1
Test_folder/1_Image_2998.png,1
Test_folder/1_Image_3014.png,0
Test_folder/1_Image_3078.png,1
Test_folder/1_Image_3093.png,1
Test_folder/1_Image_3108.png,0
Test_folder/1_Image_3111.png,1
Test_folder/1_Image_3282.png,1
Test_folder/1_Image_34.png,1
Test_folder/1_Image_3488.png,1
Test_folder/1_Image_3543.png,1
Test_folder/1_Image_383.png,1
Test_folder/1_Image_419.png,1
Test_folder/1_Image_614.png,1
Test_folder/1_Image_625.png,1
Test_folder/1_Image_706.png,1
Test_folder/1_Image_911.png,0
Test_folder/1_Image_986.png,1
Test_folder/2_Image_1001.png,2
Test_folder/2_Image_1005.png,0
Test_folder/2_Image_1006.png,2
Test_folder/2_Image_1017.png,4
Test_folder/2_Image_1029.png,2
Test_folder/2_Image_1035.png,2
Test_folder/2_Image_1043.png,2
Test_folder/2_Image_1050.png,2
Test_folder/2_Image_1052.png,2
Test_folder/2_Image_1060.png,2
Test_folder/2_Image_1061.png,2
Test_folder/2_Image_1074.png,2
Test_folder/2_Image_1090.png,0
Test_folder/2_Image_1091.png,5
Test_folder/2_Image_1092.png,3
Test_folder/2_Image_1096.png,0
Test_folder/2_Image_1110.png,2
Test_folder/2_Image_1112.png,0
Test_folder/2_Image_1121.png,2
Test_folder/2_Image_1136.png,0
Test_folder/2_Image_1142.png,2
Test_folder/2_Image_1151.png,0
Test_folder/2_Image_1156.png,2
Test_folder/2_Image_1167.png,6
Test_folder/2_Image_1168.png,2
Test_folder/2_Image_1175.png,5
Test_folder/2_Image_1176.png,2
Test_folder/2_Image_1179.png,4
Test_folder/2_Image_1190.png,2
Test_folder/2_Image_1192.png,4
Test_folder/2_Image_1199.png,5
Test_folder/2_Image_1200.png,4
Test_folder/2_Image_1208.png,2
Test_folder/2_Image_1212.png,4
Test_folder/2_Image_1221.png,2
Test_folder/2_Image_1236.png,6
Test_folder/2_Image_1237.png,2
Test_folder/2_Image_1241.png,0
Test_folder/2_Image_1249.png,6
Test_folder/2_Image_1250.png,2
Test_folder/2_Image_1259.png,2
Test_folder/2_Image_1260.png,2
Test_folder/2_Image_1261.png,2
Test_folder/2_Image_1269.png,5
Test_folder/2_Image_1271.png,5
Test_folder/2_Image_1273.png,2
Test_folder/2_Image_1284.png,2
Test_folder/2_Image_1285.png,0
Test_folder/2_Image_1289.png,2
Test_folder/2_Image_1291.png,4
Test_folder/2_Image_1294.png,6
Test_folder/2_Image_1306.png,2
Test_folder/2_Image_1307.png,2
Test_folder/2_Image_1309.png,4
Test_folder/2_Image_1310.png,2
Test_folder/2_Image_1313.png,2
Test_folder/2_Image_1315.png,5
Test_folder/2_Image_1319.png,2
Test_folder/2_Image_132.png,4
Test_folder/2_Image_1325.png,4
Test_folder/2_Image_1326.png,2
Test_folder/2_Image_1328.png,2
Test_folder/2_Image_1329.png,4
Test_folder/2_Image_1346.png,2
Test_folder/2_Image_1348.png,4
Test_folder/2_Image_1351.png,2
Test_folder/2_Image_1353.png,2
Test_folder/2_Image_1364.png,2
Test_folder/2_Image_1374.png,0
Test_folder/2_Image_1375.png,0
Test_folder/2_Image_1376.png,5
Test_folder/2_Image_1398.png,1
Test_folder/2_Image_1399.png,2
Test_folder/2_Image_140.png,2
Test_folder/2_Image_1400.png,2
Test_folder/2_Image_1403.png,4
Test_folder/2_Image_1404.png,0
Test_folder/2_Image_1407.png,2
Test_folder/2_Image_1411.png,2
Test_folder/2_Image_1417.png,2
Test_folder/2_Image_1420.png,6
Test_folder/2_Image_1422.png,2
Test_folder/2_Image_1424.png,6
Test_folder/2_Image_1439.png,5
Test_folder/2_Image_1450.png,4
Test_folder/2_Image_1458.png,2
Test_folder/2_Image_1475.png,4
Test_folder/2_Image_1477.png,4
Test_folder/2_Image_1485.png,2
Test_folder/2_Image_149.png,0
Test_folder/2_Image_1490.png,4
Test_folder/2_Image_1492.png,2
Test_folder/2_Image_1503.png,2
Test_folder/2_Image_1506.png,5
Test_folder/2_Image_1507.png,2
Test_folder/2_Image_1508.png,0
Test_folder/2_Image_1514.png,2
Test_folder/2_Image_1525.png,5
Test_folder/2_Image_1532.png,4
Test_folder/2_Image_1539.png,2
Test_folder/2_Image_1552.png,2
Test_folder/2_Image_1557.png,2
Test_folder/2_Image_1589.png,0
Test_folder/2_Image_16.png,2
Test_folder/2_Image_1606.png,3
Test_folder/2_Image_1611.png,2
Test_folder/2_Image_1615.png,2
Test_folder/2_Image_1621.png,2
Test_folder/2_Image_1623.png,2
Test_folder/2_Image_163.png,2
Test_folder/2_Image_1642.png,2
Test_folder/2_Image_1647.png,2
Test_folder/2_Image_165.png,4
Test_folder/2_Image_1659.png,2
Test_folder/2_Image_1660.png,3
Test_folder/2_Image_1663.png,2
Test_folder/2_Image_1673.png,2
Test_folder/2_Image_1681.png,5
Test_folder/2_Image_1687.png,4
Test_folder/2_Image_1702.png,5
Test_folder/2_Image_1707.png,5
Test_folder/2_Image_1713.png,2
Test_folder/2_Image_1722.png,2
Test_folder/2_Image_1726.png,2
Test_folder/2_Image_1728.png,2
Test_folder/2_Image_1747.png,2
Test_folder/2_Image_1765.png,2
Test_folder/2_Image_1768.png,3
Test_folder/2_Image_177.png,5
Test_folder/2_Image_1773.png,0
Test_folder/2_Image_1776.png,0
Test_folder/2_Image_1777.png,4
Test_folder/2_Image_1782.png,2
Test_folder/2_Image_1785.png,0
Test_folder/2_Image_1794.png,2
Test_folder/2_Image_1799.png,2
Test_folder/2_Image_1802.png,4
Test_folder/2_Image_1803.png,3
Test_folder/2_Image_1814.png,2
Test_folder/2_Image_1819.png,2
Test_folder/2_Image_1822.png,4
Test_folder/2_Image_1824.png,4
Test_folder/2_Image_1841.png,2
Test_folder/2_Image_1845.png,2
Test_folder/2_Image_187.png,4
Test_folder/2_Image_1873.png,4
Test_folder/2_Image_1882.png,2
Test_folder/2_Image_1883.png,0
Test_folder/2_Image_19.png,2
Test_folder/2_Image_1902.png,4
Test_folder/2_Image_1903.png,2
Test_folder/2_Image_191.png,2
Test_folder/2_Image_1915.png,2
Test_folder/2_Image_1919.png,0
Test_folder/2_Image_1934.png,5
Test_folder/2_Image_1937.png,5
Test_folder/2_Image_1938.png,2
Test_folder/2_Image_1943.png,4
Test_folder/2_Image_195.png,5
Test_folder/2_Image_1951.png,2
Test_folder/2_Image_1960.png,2
Test_folder/2_Image_1969.png,6
Test_folder/2_Image_1970.png,2
Test_folder/2_Image_1978.png,6
Test_folder/2_Image_1979.png,6
Test_folder/2_Image_198.png,2
Test_folder/2_Image_1986.png,4
Test_folder/2_Image_1987.png,5
Test_folder/2_Image_1992.png,2
Test_folder/2_Image_200.png,2
Test_folder/2_Image_2012.png,3
Test_folder/2_Image_2014.png,4
Test_folder/2_Image_202.png,4
Test_folder/2_Image_2027.png,2
Test_folder/2_Image_2029.png,4
Test_folder/2_Image_2038.png,2
Test_folder/2_Image_2041.png,4
Test_folder/2_Image_2047.png,2
Test_folder/2_Image_2050.png,0
Test_folder/2_Image_2051.png,2
Test_folder/2_Image_2058.png,3
Test_folder/2_Image_206.png,3
Test_folder/2_Image_2060.png,4
Test_folder/2_Image_2066.png,4
Test_folder/2_Image_207.png,5
Test_folder/2_Image_2073.png,2
Test_folder/2_Image_2074.png,0
Test_folder/2_Image_2078.png,6
Test_folder/2_Image_2084.png,2
Test_folder/2_Image_209.png,2
Test_folder/2_Image_2098.png,2
Test_folder/2_Image_2117.png,4
Test_folder/2_Image_2126.png,2
Test_folder/2_Image_2143.png,3
Test_folder/2_Image_2144.png,6
Test_folder/2_Image_2152.png,5
Test_folder/2_Image_2153.png,2
Test_folder/2_Image_2164.png,2
Test_folder/2_Image_2167.png,2
Test_folder/2_Image_2178.png,4
Test_folder/2_Image_2180.png,4
Test_folder/2_Image_2182.png,2
Test_folder/2_Image_2187.png,2
Test_folder/2_Image_2188.png,2
Test_folder/2_Image_2191.png,2
Test_folder/2_Image_2194.png,4
Test_folder/2_Image_2196.png,0
Test_folder/2_Image_220.png,4
Test_folder/2_Image_2206.png,0
Test_folder/2_Image_2208.png,2
Test_folder/2_Image_221.png,4
Test_folder/2_Image_2210.png,0
Test_folder/2_Image_2218.png,6
Test_folder/2_Image_2224.png,3
Test_folder/2_Image_2244.png,5
Test_folder/2_Image_2247.png,2
Test_folder/2_Image_226.png,2
Test_folder/2_Image_2263.png,2
Test_folder/2_Image_2275.png,2
Test_folder/2_Image_2279.png,5
Test_folder/2_Image_2286.png,2
Test_folder/2_Image_2293.png,2
Test_folder/2_Image_2296.png,6
Test_folder/2_Image_2315.png,2
Test_folder/2_Image_2317.png,0
Test_folder/2_Image_2320.png,4
Test_folder/2_Image_2336.png,2
Test_folder/2_Image_234.png,2
Test_folder/2_Image_2342.png,5
Test_folder/2_Image_2343.png,5
Test_folder/2_Image_235.png,2
Test_folder/2_Image_2357.png,5
Test_folder/2_Image_2358.png,2
Test_folder/2_Image_2361.png,2
Test_folder/2_Image_2362.png,4
Test_folder/2_Image_2369.png,0
Test_folder/2_Image_2377.png,2
Test_folder/2_Image_2380.png,0
Test_folder/2_Image_240.png,5
Test_folder/2_Image_2401.png,2
